epoch,train_loss,train_acc,test_loss,test_acc,fs_1shot_mean
1,8.450480735854597,0.0007780082987551867,7.558736028023136,0.0011380880121396055,0.31439998984336853
10,6.4459232968210385,0.021524896265560166,7.544208994189512,0.0011380880121396055,0.5611999870836735
20,4.662627267521739,0.17977178423236514,8.976996190339616,0.0012898330804248861,0.6743999843299389
30,3.5690176265918656,0.3407157676348548,10.432988361247535,0.0018209408194233688,0.6783999823033809
40,2.9116447682412256,0.43558091286307055,11.45379335903427,0.0017450682852807283,0.7299999815225601
50,2.409286629285244,0.5167012448132781,12.376487593048985,0.002276176024279211,0.7315999817848206
60,2.0220438076170866,0.5799792531120332,12.931148640160421,0.0018968133535660092,0.7571999779343606
70,1.6813844702891168,0.6425311203319503,13.295699980652447,0.0022003034901365705,0.7415999794006347
80,1.4156061174064283,0.6993257261410788,13.967442956942957,0.0019726858877086493,0.7555999791622162
90,1.2061632887417117,0.7512448132780083,14.166931263451437,0.0017450682852807283,0.7799999764561654
100,1.0182249376315944,0.7973547717842324,14.603329065933968,0.00204855842185129,0.7511999812722207
110,0.8684502070313258,0.837551867219917,15.011916382798871,0.002503793626707132,0.7983999788761139
120,0.7394407434968759,0.8713692946058091,15.226952793528733,0.0018209408194233688,0.7831999745965004
130,0.6311986892428619,0.9015560165975104,15.690264137045851,0.002655538694992413,0.7939999762177468
140,0.5368410536390267,0.9258298755186722,16.078448036341992,0.0022003034901365705,0.7839999786019325
150,0.46111576742683813,0.9434647302904564,16.196828508840024,0.002276176024279211,0.7783999785780906
