epoch,train_loss,train_acc,test_loss,test_acc,fs_1shot_mean
1,8.86779626947365,0.0012966804979253112,7.346339572980566,0.0015933232169954477,0.33959999062120916
10,6.00151003275486,0.035736514522821575,7.167986448528697,0.003262518968133536,0.6487999844551087
20,4.092401753987698,0.2572614107883817,8.755814746745582,0.002731411229135053,0.683999981880188
30,3.012390185665611,0.42053941908713693,10.150953357659498,0.0025796661608497723,0.7023999816179276
40,2.3843536376953125,0.520746887966805,11.21687210416331,0.002503793626707132,0.7307999783754349
50,1.9395000121451371,0.6034751037344398,12.144194204830429,0.002731411229135053,0.7375999769568443
60,1.5713810731243614,0.6825726141078838,12.65739026115936,0.0024279210925644916,0.7307999795675277
70,1.2778424458787931,0.7523340248962656,12.974623069022465,0.002276176024279211,0.7355999776721001
80,1.044817392399769,0.8069502074688797,13.518458153437642,0.00204855842185129,0.7439999794960022
90,0.8488080023929773,0.8561721991701244,13.873410206396603,0.002503793626707132,0.7639999809861183
100,0.693770260605591,0.8960580912863071,14.303267349317236,0.0021244309559939304,0.7547999808192253
110,0.5688746470883982,0.9257780082987552,14.675168639247858,0.002276176024279211,0.7527999809384346
120,0.4691655752279901,0.9486514522821576,14.88213302093802,0.0021244309559939304,0.7731999760866165
130,0.3874617532783786,0.9658195020746888,15.113430375034369,0.002352048558421851,0.7791999745368957
140,0.32665422302208197,0.974896265560166,15.318175139936429,0.0021244309559939304,0.7895999783277512
150,0.27429514264823585,0.9822614107883817,15.55247113311175,0.00204855842185129,0.7655999791622162
